source_id,source_x,source_y,time,hop,pri_1_id,pri_2_id,pri_3_id,pri_4_id,pri_5_id,pri_1_r,pri_2_r,pri_3_r,pri_4_r,pri_5_r,des_id,inter_1id ,inter_2id ,inter_3id ,inter_4id ,inter_5id ,send_check 
247, 187, 1, 5299999, 1, 23, 126, 240, 98, 180, 1, 0.780804, 0.703174, 1, 0.607278, 200, 0, 1, 1, 0, 1, 1
98, 201, 25, 5300200, 2, 126, 240, 60, 180, 267, 0.921693, 0.913877, 0.918766, 0.884434, 0.793194, 200, 1, 1, 0, 1, 1, 1
240, 198, 187, 5300200, 2, 174, 27, 267, 226, 126, 0.786751, 1, 1, 1, 1, 200, 1, 0, 1, 1, 1, 1
226, 201, 212, 5308400, 3, 265, 174, 259, 206, 23, 0.882331, 0.912842, 0.780712, 0.607004, 1, 200, 1, 1, 1, 1, 0, 0
267, 201, 212, 5308400, 3, 265, 254, 174, 259, 186, 1, 1, 1, 0.610483, 0.440806, 200, 1, 1, 1, 1, 1, 0
126, 201, 212, 5308400, 3, 259, 186, 27, 23, 254, 1, 0.440806, 1, 0.932172, 0.306163, 200, 1, 1, 0, 0, 1, 0
27, 224, 198, 5308400, 3, 292, 268, 264, 218, 112, 1, 1, 0.880568, 0.786513, 0.46806, 200, 1, 1, 1, 1, 1, 1
174, 198, 387, 5308401, 3, 45, 65, 251, 172, 265, 1, 1, 1, 1, 1, 200, 0, 0, 1, 1, 1, 1
251, 212, 398, 5308659, 4, 255, 18, 104, 45, 162, 1, 0.937981, 0.776208, 1, 0.46596, 200, 1, 0, 1, 0, 1, 0
172, 212, 398, 5308659, 4, 255, 162, 45, 65, 24, 1, 0.609908, 1, 1, 0.3049, 200, 1, 1, 0, 0, 1, 0
265, 201, 412, 5308659, 4, 254, 186, 251, 172, 191, 1, 1, 1, 1, 1, 200, 1, 1, 1, 1, 1, 0
45, 225, 398, 5308659, 4, 160, 162, 18, 104, 24, 1, 1, 1, 0.874278, 0.775572, 200, 1, 1, 0, 1, 0, 1
65, 201, 427, 5308659, 4, 191, 45, 67, 10000000, 10000000, 1, 1, 0.234323, 0, 0, 200, 1, 0, 1, 1, 1, 0
18, 373, 401, 5308930, 5, 53, 24, 104, 255, 198, 1, 1, 1, 1, 1, 200, 0, 0, 0, 1, 1, 0
162, 386, 401, 5308930, 5, 79, 53, 24, 104, 255, 1, 1, 1, 1, 1, 200, 0, 0, 0, 0, 1, 0
160, 412, 398, 5308931, 5, 53, 24, 138, 104, 255, 0.938926, 1, 0.440942, 1, 1, 200, 0, 0, 1, 0, 1, 1
24, 427, 398, 5309241, 6, 138, 53, 114, 21, 10000000, 0.934383, 0.938858, 0.790471, 0.233677, 0, 200, 1, 0, 1, 1, 1, 0
255, 401, 412, 5309241, 6, 24, 104, 79, 198, 10000000, 1, 1, 0.232072, 1, 0, 200, 0, 0, 1, 1, 1, 0
104, 401, 419, 5309241, 6, 24, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 200, 0, 1, 1, 1, 1, 1
53, 572, 401, 5309241, 6, 21, 35, 114, 138, 118, 1, 1, 1, 1, 0.466493, 200, 0, 0, 1, 1, 1, 1
138, 587, 401, 5309564, 7, 260, 21, 85, 220, 35, 1, 1, 0.609997, 0.604715, 1, 200, 1, 0, 0, 1, 0, 0
21, 601, 426, 5309564, 7, 220, 124, 85, 287, 10000000, 1, 0.933402, 0.696776, 0.305164, 0, 200, 1, 1, 0, 1, 1, 1
114, 612, 398, 5309564, 7, 118, 81, 211, 21, 260, 1, 0.881535, 0.776344, 1, 0.699963, 200, 1, 0, 1, 0, 1, 0
35, 626, 398, 5309564, 7, 133, 21, 81, 211, 118, 1, 1, 0.612705, 0.609711, 0.466458, 200, 1, 0, 1, 1, 1, 0
85, 598, 572, 5309862, 8, 4, 84, 296, 250, 122, 1, 1, 0.769526, 1, 1, 200, 0, 0, 1, 1, 1, 1
60, 198, 171, 5312400, 3, 174, 27, 267, 226, 126, 1, 1, 1, 1, 1, 200, 1, 0, 1, 1, 1, 0
268, 412, 198, 5312601, 4, 116, 112, 49, 102, 266, 1, 1, 1, 0.867714, 0.60441, 200, 1, 1, 0, 0, 1, 1
112, 413, 198, 5316801, 5, 131, 49, 41, 116, 88, 1, 1, 1, 0.610737, 1, 200, 1, 0, 0, 1, 0, 1
250, 612, 598, 5318062, 9, 238, 273, 228, 90, 125, 1, 1, 1, 1, 0.871028, 200, 1, 1, 1, 0, 1, 0
122, 612, 598, 5318062, 9, 142, 273, 90, 4, 84, 0.468585, 0.701585, 0.606661, 1, 1, 200, 1, 1, 1, 0, 0, 0
4, 601, 629, 5318062, 9, 296, 185, 19, 213, 10000000, 1, 1, 1, 0.779401, 0, 200, 1, 1, 0, 1, 1, 1
19, 598, 771, 5318320, 10, 6, 217, 175, 296, 263, 1, 1, 1, 1, 1, 200, 0, 1, 1, 1, 1, 0
185, 598, 786, 5318320, 10, 225, 6, 217, 175, 69, 0.773111, 1, 1, 1, 0.305673, 200, 1, 0, 1, 1, 1, 1
213, 598, 787, 5318320, 10, 6, 217, 175, 69, 10000000, 1, 1, 1, 0.43454, 0, 200, 0, 1, 1, 1, 1, 0
88, 430, 198, 5321001, 6, 116, 131, 49, 41, 266, 0.932289, 0.773784, 0.60639, 1, 0.30144, 200, 1, 1, 0, 0, 1, 0
41, 401, 229, 5321001, 6, 255, 201, 10000000, 10000000, 10000000, 1, 0.929571, 0, 0, 0, 200, 1, 1, 1, 1, 1, 1
49, 571, 201, 5321001, 6, 86, 120, 102, 131, 266, 1, 0.775427, 1, 1, 1, 200, 0, 1, 0, 1, 1, 1
116, 586, 201, 5321001, 6, 266, 216, 120, 47, 131, 1, 1, 1, 0.872798, 1, 200, 1, 1, 1, 0, 1, 0
24, 427, 398, 5321441, 7, 138, 53, 114, 21, 10000000, 0.931728, 0.936177, 0.782921, 0.233013, 0, 200, 1, 0, 1, 1, 1, 1
114, 612, 398, 5321699, 8, 118, 81, 211, 21, 260, 1, 0.876845, 0.769098, 1, 0.697986, 200, 1, 0, 1, 0, 1, 1
217, 612, 798, 5322520, 11, 225, 6, 272, 69, 10000000, 0.698942, 1, 0.433539, 0.305281, 0, 200, 1, 0, 1, 1, 1, 0
175, 613, 798, 5322520, 11, 127, 6, 272, 69, 10000000, 1, 1, 0.30393, 0.305281, 0, 200, 1, 0, 1, 1, 1, 0
6, 625, 798, 5322520, 11, 272, 127, 200, 192, 225, 0.932865, 0.912889, 0.77259, 0.464859, 0.465961, 200, 1, 1, 1, 1, 1, 1
266, 587, 201, 5325201, 7, 190, 47, 102, 131, 194, 1, 0.602636, 1, 1, 0.439361, 200, 1, 1, 0, 1, 1, 0
131, 612, 198, 5325202, 7, 227, 113, 120, 194, 249, 0.783465, 0.783214, 0.699526, 0.608679, 0.604962, 200, 1, 1, 1, 1, 1, 0
102, 623, 198, 5325202, 7, 120, 249, 295, 270, 194, 1, 0.604962, 0.434212, 0.300859, 0.30434, 200, 1, 1, 1, 1, 1, 0
127, 801, 813, 5326721, 12, 272, 200, 192, 57, 225, 1, 1, 1, 1, 1, 200, 1, 1, 1, 0, 1, 1
192, 813, 798, 5326721, 12, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
201, 398, 387, 5329201, 7, 24, 104, 255, 198, 160, 1, 1, 1, 1, 1, 200, 0, 0, 1, 1, 1, 0
21, 601, 426, 5329899, 9, 220, 124, 85, 287, 10000000, 1, 0.928994, 0.693501, 0.303282, 0, 200, 1, 1, 0, 1, 1, 0
225, 801, 812, 5330921, 13, 272, 200, 192, 57, 165, 1, 1, 1, 1, 1, 200, 1, 1, 1, 0, 1, 0
272, 812, 798, 5330921, 13, 200, 192, 10000000, 10000000, 10000000, 0.927962, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
192, 813, 798, 5330921, 13, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
57, 827, 798, 5330921, 13, 272, 200, 192, 10000000, 10000000, 1, 1, 1, 0, 0, 200, 1, 1, 1, 1, 1, 0
192, 813, 798, 5331257, 14, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
160, 412, 398, 5333402, 8, 53, 24, 104, 138, 255, 0.933564, 1, 1, 0.436235, 1, 200, 0, 0, 0, 1, 1, 0
198, 401, 412, 5333402, 8, 79, 24, 148, 104, 255, 1, 1, 0.43191, 1, 1, 200, 0, 0, 1, 0, 1, 0
255, 401, 412, 5333402, 8, 24, 104, 79, 198, 10000000, 1, 1, 0.230778, 1, 0, 200, 0, 0, 1, 1, 1, 0
24, 427, 398, 5333402, 8, 138, 53, 114, 21, 10000000, 0.929139, 0.933564, 0.775657, 0.232365, 0, 200, 1, 0, 1, 1, 1, 0
104, 401, 419, 5333402, 8, 24, 10000000, 10000000, 10000000, 10000000, 1, 0, 0, 0, 0, 200, 0, 1, 1, 1, 1, 0
249, 787, 201, 5333402, 8, 40, 58, 274, 227, 120, 0.865068, 1, 1, 1, 1, 200, 0, 0, 1, 1, 1, 0
120, 801, 213, 5333402, 8, 58, 40, 10000000, 10000000, 10000000, 1, 0.463488, 0, 0, 0, 200, 0, 0, 1, 1, 1, 0
53, 572, 401, 5333660, 9, 21, 35, 114, 138, 118, 1, 1, 1, 1, 0.463851, 200, 0, 0, 1, 1, 1, 0
114, 613, 398, 5333660, 9, 118, 81, 21, 211, 260, 1, 0.872271, 1, 0.762088, 0.696049, 200, 1, 0, 0, 1, 1, 0
58, 801, 228, 5333816, 9, 40, 10000000, 10000000, 10000000, 10000000, 0.695165, 0, 0, 0, 0, 200, 0, 1, 1, 1, 1, 0
40, 798, 376, 5334153, 10, 260, 211, 118, 81, 133, 1, 1, 1, 1, 1, 200, 1, 1, 1, 0, 1, 0
133, 813, 398, 5334580, 11, 260, 211, 118, 81, 10000000, 1, 1, 1, 1, 0, 200, 1, 1, 1, 0, 1, 0
211, 787, 401, 5334580, 11, 260, 118, 238, 87, 140, 1, 1, 0.774546, 0.694509, 0.301731, 200, 1, 1, 1, 0, 1, 0
260, 787, 401, 5334580, 11, 211, 118, 238, 94, 125, 1, 1, 1, 0.760353, 0.466605, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5334580, 11, 238, 87, 140, 260, 211, 1, 0.231503, 0.230824, 1, 1, 200, 1, 1, 1, 1, 1, 0
81, 772, 401, 5334580, 11, 140, 260, 211, 118, 238, 0.461647, 1, 1, 1, 0.232442, 200, 1, 1, 1, 1, 1, 0
211, 787, 401, 5335020, 12, 260, 118, 238, 87, 140, 1, 1, 0.774282, 0.694438, 0.301691, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5335020, 12, 238, 87, 140, 260, 211, 1, 0.231479, 0.2308, 1, 1, 200, 1, 1, 1, 1, 1, 0
238, 801, 612, 5335020, 12, 127, 94, 37, 225, 10000000, 0.766617, 1, 0.30281, 0.232304, 0, 200, 1, 0, 1, 1, 1, 0
260, 787, 401, 5335330, 13, 211, 118, 238, 94, 125, 1, 1, 1, 0.759919, 0.466524, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5335330, 13, 238, 87, 140, 260, 211, 1, 0.231463, 0.230784, 1, 1, 200, 1, 1, 1, 1, 1, 0
272, 812, 798, 5335457, 15, 200, 192, 10000000, 10000000, 10000000, 0.926987, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
211, 787, 401, 5335718, 14, 260, 118, 238, 87, 140, 1, 1, 0.773864, 0.694326, 0.301628, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5335718, 14, 238, 87, 140, 260, 211, 1, 0.231442, 0.230763, 1, 1, 200, 1, 1, 1, 1, 1, 0
192, 813, 798, 5335845, 16, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
260, 787, 401, 5335976, 15, 211, 118, 238, 94, 125, 1, 1, 1, 0.759547, 0.466453, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5335976, 15, 238, 87, 140, 260, 211, 1, 0.231428, 0.230749, 1, 1, 200, 1, 1, 1, 1, 1, 0
211, 787, 401, 5336299, 16, 260, 118, 238, 87, 140, 1, 1, 0.773516, 0.694232, 0.301575, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5336299, 16, 238, 87, 140, 260, 211, 1, 0.231411, 0.230732, 1, 1, 200, 1, 1, 1, 1, 1, 0
238, 801, 612, 5336299, 16, 127, 94, 37, 225, 10000000, 0.765866, 1, 0.302693, 0.232235, 0, 200, 1, 0, 1, 1, 1, 0
260, 787, 401, 5336661, 17, 211, 118, 238, 94, 125, 1, 1, 1, 0.759152, 0.466379, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5336661, 17, 238, 87, 140, 260, 211, 1, 0.231391, 0.230713, 1, 1, 200, 1, 1, 1, 1, 1, 0
87, 798, 573, 5336661, 17, 37, 94, 238, 125, 273, 0.698694, 1, 1, 0.932758, 1, 200, 1, 0, 1, 1, 1, 0
211, 787, 401, 5336945, 18, 260, 118, 238, 87, 140, 1, 1, 0.77313, 0.694129, 0.301516, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5336945, 18, 238, 87, 140, 260, 211, 1, 0.231376, 0.230698, 1, 1, 200, 1, 1, 1, 1, 1, 0
260, 787, 401, 5337320, 19, 211, 118, 238, 94, 125, 1, 1, 1, 0.758772, 0.466307, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5337320, 19, 238, 87, 140, 260, 211, 1, 0.231356, 0.230678, 1, 1, 200, 1, 1, 1, 1, 1, 0
87, 798, 573, 5337320, 19, 37, 94, 238, 125, 273, 0.698586, 1, 1, 0.932615, 1, 200, 1, 0, 1, 1, 1, 0
238, 801, 612, 5337320, 19, 127, 94, 37, 225, 10000000, 0.765267, 1, 0.3026, 0.23218, 0, 200, 1, 0, 1, 1, 1, 0
211, 787, 401, 5337617, 20, 260, 118, 238, 87, 140, 1, 1, 0.772728, 0.694021, 0.301455, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5337617, 20, 238, 87, 140, 260, 211, 1, 0.23134, 0.230662, 1, 1, 200, 1, 1, 1, 1, 1, 0
260, 787, 401, 5337979, 21, 211, 118, 238, 94, 125, 1, 1, 1, 0.758393, 0.466236, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5337979, 21, 238, 87, 140, 260, 211, 1, 0.231321, 0.230643, 1, 1, 200, 1, 1, 1, 1, 1, 0
138, 586, 401, 5338329, 10, 260, 21, 85, 220, 35, 1, 1, 0.604692, 0.599501, 1, 200, 1, 0, 0, 1, 0, 0
21, 601, 427, 5338329, 10, 220, 124, 85, 287, 10000000, 1, 0.927179, 0.692152, 0.302509, 0, 200, 1, 1, 0, 1, 1, 0
114, 613, 398, 5338329, 10, 118, 81, 21, 211, 260, 1, 0.870498, 1, 0.759386, 0.695296, 200, 1, 0, 0, 1, 1, 0
35, 627, 398, 5338329, 10, 133, 21, 81, 211, 118, 1, 1, 0.607353, 0.60441, 0.463349, 200, 1, 0, 1, 1, 1, 0
85, 598, 572, 5338743, 11, 4, 84, 296, 250, 122, 1, 1, 0.752796, 1, 1, 200, 0, 0, 1, 1, 1, 0
124, 598, 586, 5338743, 11, 296, 213, 19, 4, 84, 1, 0.872173, 0.870636, 1, 1, 200, 1, 1, 0, 0, 0, 0
220, 598, 587, 5338743, 11, 167, 185, 4, 84, 250, 1, 0.768673, 1, 0.928367, 1, 200, 1, 1, 0, 0, 1, 0
287, 598, 587, 5338743, 11, 213, 4, 84, 122, 250, 0.767038, 1, 1, 1, 0.931655, 200, 1, 0, 0, 1, 1, 0
250, 612, 598, 5339066, 12, 238, 273, 228, 90, 125, 1, 1, 1, 1, 0.863132, 200, 1, 1, 1, 0, 1, 0
167, 586, 601, 5339066, 12, 238, 250, 122, 137, 4, 1, 1, 1, 0.747952, 1, 200, 1, 1, 1, 1, 0, 0
84, 628, 598, 5339066, 12, 228, 142, 125, 90, 137, 1, 1, 1, 0.90423, 0.602762, 200, 1, 1, 1, 0, 1, 0
4, 601, 629, 5339066, 12, 296, 185, 19, 213, 10000000, 1, 1, 1, 0.766848, 0, 200, 1, 1, 0, 1, 1, 0
250, 612, 598, 5339480, 13, 238, 273, 228, 90, 125, 1, 1, 1, 1, 0.862978, 200, 1, 1, 1, 0, 1, 0
122, 613, 598, 5339480, 13, 142, 273, 90, 4, 84, 0.466245, 0.698089, 0.602745, 1, 1, 200, 1, 1, 1, 0, 0, 0
4, 601, 629, 5339480, 13, 296, 185, 19, 213, 10000000, 1, 1, 1, 0.766604, 0, 200, 1, 1, 0, 1, 1, 0
137, 787, 601, 5339481, 13, 94, 238, 125, 127, 165, 1, 1, 1, 0.302734, 0.299987, 200, 0, 1, 1, 1, 1, 0
272, 812, 798, 5340045, 17, 200, 192, 10000000, 10000000, 10000000, 0.926002, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
192, 813, 798, 5340407, 18, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
21, 601, 427, 5342529, 11, 220, 124, 85, 287, 10000000, 1, 0.926277, 0.691482, 0.302125, 0, 200, 1, 1, 0, 1, 1, 0
81, 772, 401, 5342529, 11, 140, 260, 211, 118, 238, 0.460802, 1, 1, 1, 0.232013, 200, 1, 1, 1, 1, 1, 0
118, 787, 401, 5342529, 11, 238, 87, 140, 260, 211, 1, 0.231078, 0.230401, 1, 1, 200, 1, 1, 1, 1, 1, 0
211, 787, 401, 5342529, 11, 260, 118, 238, 87, 140, 1, 1, 0.769806, 0.693233, 0.301009, 200, 1, 1, 1, 0, 1, 0
211, 787, 401, 5342943, 12, 260, 118, 238, 87, 140, 1, 1, 0.769561, 0.693167, 0.300972, 200, 1, 1, 1, 0, 1, 0
260, 787, 401, 5342943, 12, 211, 118, 238, 94, 125, 1, 1, 1, 0.755548, 0.465697, 200, 1, 1, 1, 0, 1, 0
87, 798, 573, 5342944, 12, 37, 94, 238, 125, 273, 0.697673, 1, 1, 0.931393, 1, 200, 1, 0, 1, 1, 1, 0
228, 787, 601, 5343681, 14, 127, 37, 165, 94, 238, 1, 0.856811, 0.757017, 1, 1, 200, 1, 0, 1, 0, 1, 0
272, 812, 798, 5344607, 19, 200, 192, 10000000, 10000000, 10000000, 0.925025, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
192, 813, 798, 5344917, 20, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
94, 801, 624, 5345521, 20, 37, 165, 10000000, 10000000, 10000000, 1, 0.299444, 0, 0, 0, 200, 0, 1, 1, 1, 1, 0
85, 598, 572, 5346729, 12, 4, 84, 296, 250, 122, 1, 1, 0.748297, 1, 1, 200, 0, 0, 1, 1, 1, 0
220, 598, 587, 5346729, 12, 167, 185, 4, 84, 250, 1, 0.763983, 1, 0.926649, 1, 200, 1, 1, 0, 0, 1, 0
287, 598, 587, 5346729, 12, 213, 4, 84, 122, 250, 0.762368, 1, 1, 1, 0.929925, 200, 1, 0, 0, 1, 1, 0
250, 612, 598, 5347013, 13, 238, 273, 228, 90, 125, 1, 1, 1, 1, 0.860182, 200, 1, 1, 1, 0, 1, 0
167, 586, 601, 5347013, 13, 238, 250, 122, 137, 4, 1, 1, 1, 0.743533, 1, 200, 1, 1, 1, 1, 0, 0
84, 628, 598, 5347013, 13, 228, 142, 125, 90, 137, 1, 1, 1, 0.90207, 0.601321, 200, 1, 1, 1, 0, 1, 0
4, 601, 629, 5347013, 13, 296, 185, 19, 213, 10000000, 1, 1, 1, 0.762203, 0, 200, 1, 1, 0, 1, 1, 0
185, 598, 786, 5347014, 13, 225, 6, 217, 175, 69, 0.756333, 1, 1, 1, 0.303015, 200, 1, 0, 1, 1, 1, 0
273, 787, 601, 5347144, 13, 225, 37, 94, 238, 125, 0.899766, 0.696992, 1, 1, 1, 200, 1, 0, 0, 1, 1, 0
238, 801, 612, 5347144, 13, 127, 94, 37, 225, 10000000, 0.759557, 1, 0.301703, 0.231652, 0, 200, 1, 0, 1, 1, 1, 0
125, 801, 613, 5347144, 13, 165, 37, 94, 225, 127, 1, 0.929323, 1, 0.429203, 0.23194, 200, 1, 0, 0, 1, 1, 0
94, 801, 624, 5347144, 13, 37, 165, 10000000, 10000000, 10000000, 1, 0.299299, 0, 0, 0, 200, 0, 1, 1, 1, 1, 0
250, 612, 598, 5347466, 14, 238, 273, 228, 90, 125, 1, 1, 1, 1, 0.860015, 200, 1, 1, 1, 0, 1, 0
122, 613, 598, 5347466, 14, 142, 273, 90, 4, 84, 0.465379, 0.696794, 0.601298, 1, 1, 200, 1, 1, 1, 0, 0, 0
4, 601, 629, 5347467, 14, 296, 185, 19, 213, 10000000, 1, 1, 1, 0.761939, 0, 200, 1, 1, 0, 1, 1, 0
137, 787, 601, 5347467, 14, 94, 238, 125, 127, 165, 1, 1, 1, 0.302004, 0.29927, 200, 0, 1, 1, 1, 1, 0
272, 812, 798, 5349117, 21, 200, 192, 10000000, 10000000, 10000000, 0.924061, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
217, 612, 798, 5351214, 14, 225, 6, 272, 69, 10000000, 0.6943, 1, 0.428212, 0.30263, 0, 200, 1, 0, 1, 1, 1, 0
175, 613, 798, 5351214, 14, 127, 6, 272, 69, 10000000, 1, 1, 0.301302, 0.30263, 0, 200, 1, 0, 1, 1, 1, 0
6, 626, 798, 5351214, 14, 272, 127, 200, 192, 225, 0.926664, 0.904987, 0.755834, 0.46178, 0.462867, 200, 1, 1, 1, 1, 1, 0
37, 798, 774, 5351344, 14, 272, 200, 192, 57, 225, 1, 1, 1, 1, 1, 200, 1, 1, 1, 0, 1, 0
165, 798, 787, 5351344, 14, 272, 200, 192, 57, 225, 1, 1, 1, 1, 1, 200, 1, 1, 1, 0, 1, 0
90, 773, 601, 5351667, 15, 94, 238, 125, 273, 228, 1, 1, 1, 1, 1, 200, 0, 1, 1, 1, 1, 0
273, 787, 601, 5351667, 15, 225, 37, 94, 238, 125, 0.898547, 0.69626, 1, 1, 1, 200, 1, 0, 0, 1, 1, 0
272, 812, 798, 5351707, 15, 200, 192, 10000000, 10000000, 10000000, 0.923509, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
192, 813, 798, 5351707, 15, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
225, 801, 812, 5351707, 15, 272, 200, 192, 57, 165, 1, 1, 1, 1, 1, 200, 1, 1, 1, 0, 1, 0
192, 813, 798, 5352017, 16, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
211, 787, 401, 5355143, 13, 260, 118, 238, 87, 140, 1, 1, 0.762403, 0.691218, 0.299871, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5355143, 13, 238, 87, 140, 260, 211, 1, 0.230406, 0.229733, 1, 1, 200, 1, 1, 1, 1, 1, 0
125, 801, 613, 5355144, 13, 165, 37, 94, 225, 127, 1, 0.927599, 1, 0.427734, 0.23151, 200, 1, 0, 0, 1, 1, 0
225, 801, 812, 5355415, 15, 272, 200, 192, 57, 165, 1, 1, 1, 1, 1, 200, 1, 1, 1, 0, 1, 0
272, 812, 798, 5355415, 15, 200, 192, 10000000, 10000000, 10000000, 0.922719, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
192, 813, 798, 5355415, 15, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
260, 787, 401, 5355440, 14, 211, 118, 238, 94, 125, 1, 1, 1, 0.748481, 0.464346, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5355440, 14, 238, 87, 140, 260, 211, 1, 0.23039, 0.229718, 1, 1, 200, 1, 1, 1, 1, 1, 0
87, 798, 573, 5355441, 14, 37, 94, 238, 125, 273, 0.695651, 1, 1, 0.928691, 1, 200, 1, 0, 1, 1, 1, 0
192, 813, 798, 5355712, 16, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
211, 787, 401, 5355815, 15, 260, 118, 238, 87, 140, 1, 1, 0.762013, 0.691111, 0.29981, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5355815, 15, 238, 87, 140, 260, 211, 1, 0.23037, 0.229698, 1, 1, 200, 1, 1, 1, 1, 1, 0
238, 801, 612, 5355867, 16, 127, 94, 37, 225, 10000000, 0.754558, 1, 0.300911, 0.231185, 0, 200, 1, 0, 1, 1, 1, 0
125, 801, 613, 5355867, 16, 165, 37, 94, 225, 127, 1, 0.927443, 1, 0.427602, 0.231472, 200, 1, 0, 0, 1, 1, 0
94, 801, 624, 5355867, 16, 37, 165, 10000000, 10000000, 10000000, 1, 0.298519, 0, 0, 0, 200, 0, 1, 1, 1, 1, 0
260, 787, 401, 5356125, 16, 211, 118, 238, 94, 125, 1, 1, 1, 0.748098, 0.464272, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5356125, 16, 238, 87, 140, 260, 211, 1, 0.230354, 0.229681, 1, 1, 200, 1, 1, 1, 1, 1, 0
272, 812, 798, 5356217, 17, 200, 192, 10000000, 10000000, 10000000, 0.922548, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
211, 787, 401, 5356578, 17, 260, 118, 238, 87, 140, 1, 1, 0.76157, 0.69099, 0.299742, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5356578, 17, 238, 87, 140, 260, 211, 1, 0.23033, 0.229658, 1, 1, 200, 1, 1, 1, 1, 1, 0
125, 801, 613, 5356579, 17, 165, 37, 94, 225, 127, 1, 0.92729, 1, 0.427472, 0.231433, 200, 1, 0, 0, 1, 1, 0
192, 813, 798, 5356618, 18, 272, 200, 10000000, 10000000, 10000000, 1, 1, 0, 0, 0, 200, 1, 1, 1, 1, 1, 0
260, 787, 401, 5357018, 18, 211, 118, 238, 94, 125, 1, 1, 1, 0.747598, 0.464176, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5357018, 18, 238, 87, 140, 260, 211, 1, 0.230307, 0.229634, 1, 1, 200, 1, 1, 1, 1, 1, 0
211, 787, 401, 5357380, 19, 260, 118, 238, 87, 140, 1, 1, 0.761105, 0.690862, 0.29967, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5357380, 19, 238, 87, 140, 260, 211, 1, 0.230287, 0.229615, 1, 1, 200, 1, 1, 1, 1, 1, 0
125, 801, 613, 5357381, 19, 165, 37, 94, 225, 127, 1, 0.927118, 1, 0.427326, 0.231391, 200, 1, 0, 0, 1, 1, 0
260, 787, 401, 5357703, 20, 211, 118, 238, 94, 125, 1, 1, 1, 0.747216, 0.464102, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5357703, 20, 238, 87, 140, 260, 211, 1, 0.23027, 0.229598, 1, 1, 200, 1, 1, 1, 1, 1, 0
140, 798, 586, 5357704, 20, 165, 142, 238, 125, 94, 1, 1, 1, 1, 0.904627, 200, 1, 1, 1, 1, 0, 0
211, 787, 401, 5358065, 21, 260, 118, 238, 87, 140, 1, 1, 0.760708, 0.690753, 0.299608, 200, 1, 1, 1, 0, 1, 0
118, 787, 401, 5358065, 21, 238, 87, 140, 260, 211, 1, 0.230251, 0.229579, 1, 1, 200, 1, 1, 1, 1, 1, 0
238, 801, 612, 5358066, 21, 127, 94, 37, 225, 10000000, 0.753308, 1, 0.300712, 0.231067, 0, 200, 1, 0, 1, 1, 1, 0
