source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,
1212, 1201, 1152, 1198, 29056773, 1, 13, 229, 98, 11, 591, 298
1212, 1201, 1131, 1198, 29056773, 2, 13, 384, 98, 11, 591, 298
1212, 1201, 1109, 1198, 29056773, 0, 13, 625, 98, 11, 591, 298
1109, 1198, 1042, 1198, 29057045, 1, 14, 755, 625, 11, 591, 298
898, 1230, 891, 1198, 29057349, 3, 14, 305, 252, 11, 591, 298
898, 1230, 903, 1197, 29057349, 4, 14, 115, 252, 11, 591, 298
898, 1230, 844, 1198, 29057349, 1, 14, 503, 252, 11, 591, 298
898, 1230, 807, 1201, 29057350, 0, 14, 878, 252, 11, 591, 298
1801, 1367, 1823, 1201, 29057602, 4, 8, 145, 761, 11, 591, 298
807, 1201, 801, 1198, 29057725, 4, 15, 672, 878, 11, 591, 298
807, 1201, 765, 1201, 29057725, 3, 15, 834, 878, 11, 591, 298
807, 1201, 730, 1201, 29057725, 1, 15, 720, 878, 11, 591, 298
1042, 1198, 903, 1197, 29061245, 0, 15, 115, 755, 11, 591, 298
1042, 1198, 899, 1201, 29061245, 1, 15, 40, 755, 11, 591, 298
1042, 1198, 898, 1230, 29061245, 4, 15, 252, 755, 11, 591, 298
903, 1197, 844, 1198, 29061568, 3, 16, 503, 115, 11, 591, 298
903, 1197, 801, 1198, 29061568, 2, 16, 672, 115, 11, 591, 298
730, 1201, 601, 1181, 29061925, 3, 16, 81, 720, 11, 591, 298
730, 1201, 601, 1160, 29061925, 2, 16, 250, 720, 11, 591, 298
730, 1201, 580, 1198, 29061925, 4, 16, 236, 720, 11, 591, 298
1798, 900, 1732, 898, 29063615, 3, 11, 599, 353, 11, 591, 298
1798, 900, 1703, 901, 29063615, 1, 11, 864, 353, 11, 591, 298
1798, 900, 1693, 898, 29063615, 0, 11, 760, 353, 11, 591, 298
1693, 898, 1597, 901, 29063913, 2, 12, 563, 760, 11, 591, 298
1693, 898, 1573, 901, 29063913, 4, 12, 368, 760, 11, 591, 298
1693, 898, 1552, 901, 29063913, 3, 12, 181, 760, 11, 591, 298
1693, 898, 1501, 893, 29063913, 0, 12, 293, 760, 11, 591, 298
1501, 893, 1483, 898, 29064223, 4, 13, 174, 293, 11, 591, 298
1501, 893, 1501, 858, 29064223, 3, 13, 491, 293, 11, 591, 298
1501, 893, 1501, 789, 29064223, 1, 13, 682, 293, 11, 591, 298
2101, 1061, 2091, 898, 29065602, 0, 8, 77, 774, 11, 591, 298
2091, 898, 2013, 898, 29065874, 3, 9, 543, 77, 11, 591, 298
2091, 898, 1966, 898, 29065874, 4, 9, 715, 77, 11, 591, 298
2091, 898, 1900, 901, 29065874, 1, 9, 527, 77, 11, 591, 298
1501, 789, 1498, 673, 29068424, 3, 14, 402, 682, 11, 591, 298
1501, 789, 1498, 616, 29068424, 1, 14, 228, 682, 11, 591, 298
1501, 789, 1496, 602, 29068424, 4, 14, 82, 682, 11, 591, 298
1900, 901, 1798, 900, 29070074, 4, 10, 353, 527, 11, 591, 298
1900, 901, 1791, 898, 29070074, 3, 10, 49, 527, 11, 591, 298
1900, 901, 1780, 898, 29070075, 2, 10, 198, 527, 11, 591, 298
1900, 901, 1757, 898, 29070075, 1, 10, 386, 527, 11, 591, 298
1900, 901, 1732, 898, 29070075, 0, 10, 599, 527, 11, 591, 298
1732, 898, 1649, 901, 29070385, 4, 11, 815, 599, 11, 591, 298
1732, 898, 1621, 901, 29070385, 2, 11, 721, 599, 11, 591, 298
1732, 898, 1597, 901, 29070385, 1, 11, 563, 599, 11, 591, 298
1732, 898, 1573, 901, 29070385, 0, 11, 368, 599, 11, 591, 298
1573, 901, 1501, 858, 29070643, 3, 12, 491, 368, 11, 591, 298
1573, 901, 1483, 898, 29070644, 4, 12, 174, 368, 11, 591, 298
1573, 901, 1448, 898, 29070644, 2, 12, 336, 368, 11, 591, 298
1573, 901, 1501, 789, 29070644, 1, 12, 682, 368, 11, 591, 298
1498, 616, 1432, 598, 29072624, 4, 15, 531, 228, 11, 591, 298
1498, 616, 1385, 601, 29072624, 1, 15, 816, 228, 11, 591, 298
1498, 616, 1344, 601, 29072625, 3, 15, 723, 228, 11, 591, 298
1498, 616, 1334, 598, 29072625, 0, 15, 801, 228, 11, 591, 298
1334, 598, 1201, 558, 29073065, 3, 16, 241, 801, 11, 591, 298
1334, 598, 1191, 598, 29073065, 4, 16, 45, 801, 11, 591, 298
1334, 598, 1201, 537, 29073065, 2, 16, 391, 801, 11, 591, 298
1823, 1201, 1728, 1201, 29073803, 4, 9, 885, 145, 11, 591, 298
1823, 1201, 1700, 1201, 29073803, 3, 9, 861, 145, 11, 591, 298
1823, 1201, 1801, 1063, 29073803, 1, 9, 771, 145, 11, 591, 298
1823, 1201, 1798, 1016, 29073803, 0, 9, 703, 145, 11, 591, 298
1798, 1016, 1750, 901, 29074100, 2, 10, 887, 703, 11, 591, 298
1501, 789, 1498, 673, 29074844, 3, 13, 402, 682, 11, 591, 298
1501, 789, 1498, 616, 29074844, 1, 13, 228, 682, 11, 591, 298
1501, 789, 1496, 602, 29074844, 4, 13, 82, 682, 11, 591, 298
1448, 898, 1355, 898, 29078844, 2, 13, 798, 336, 11, 591, 298
1498, 616, 1432, 598, 29079044, 4, 14, 531, 228, 11, 591, 298
1498, 616, 1409, 601, 29079045, 2, 14, 865, 228, 11, 591, 298
1498, 616, 1385, 601, 29079045, 1, 14, 816, 228, 11, 591, 298
1498, 616, 1344, 601, 29079045, 3, 14, 723, 228, 11, 591, 298
1498, 616, 1334, 598, 29079045, 0, 14, 801, 228, 11, 591, 298
1334, 598, 1201, 558, 29079472, 3, 15, 241, 801, 11, 591, 298
1334, 598, 1201, 537, 29079472, 2, 15, 391, 801, 11, 591, 298
1750, 901, 1703, 901, 29082300, 4, 11, 864, 887, 11, 591, 298
1750, 901, 1693, 898, 29082300, 3, 11, 760, 887, 11, 591, 298
1750, 901, 1649, 901, 29082301, 1, 11, 815, 887, 11, 591, 298
1750, 901, 1621, 901, 29082301, 0, 11, 721, 887, 11, 591, 298
1750, 901, 1597, 901, 29082301, 2, 11, 563, 887, 11, 591, 298
1621, 901, 1501, 893, 29082650, 2, 12, 293, 721, 11, 591, 298
1621, 901, 1501, 927, 29082650, 3, 12, 91, 721, 11, 591, 298
1621, 901, 1498, 931, 29082650, 4, 12, 258, 721, 11, 591, 298
1621, 901, 1501, 859, 29082650, 0, 12, 491, 721, 11, 591, 298
1621, 901, 1483, 898, 29082650, 1, 12, 174, 721, 11, 591, 298
1501, 859, 1501, 789, 29082999, 1, 13, 682, 491, 11, 591, 298
1700, 1201, 1656, 1201, 29086003, 3, 10, 802, 861, 11, 591, 298
1700, 1201, 1623, 1201, 29086003, 2, 10, 701, 861, 11, 591, 298
1700, 1201, 1602, 1201, 29086003, 1, 10, 517, 861, 11, 591, 298
1355, 898, 1196, 902, 29087044, 0, 14, 167, 798, 11, 591, 298
1501, 789, 1498, 673, 29087200, 3, 14, 402, 682, 11, 591, 298
1501, 789, 1498, 616, 29087200, 1, 14, 228, 682, 11, 591, 298
1196, 902, 1134, 898, 29087355, 3, 15, 435, 167, 11, 591, 298
1196, 902, 1102, 901, 29087355, 1, 15, 849, 167, 11, 591, 298
1196, 902, 1201, 766, 29087355, 0, 15, 756, 167, 11, 591, 298
1201, 766, 1191, 598, 29087652, 2, 16, 45, 756, 11, 591, 298
1201, 537, 1201, 469, 29087673, 4, 16, 731, 391, 11, 591, 298
1201, 537, 1198, 442, 29087673, 2, 16, 770, 391, 11, 591, 298
1201, 537, 1198, 400, 29087673, 1, 16, 634, 391, 11, 591, 298
1602, 1201, 1519, 1201, 29090203, 4, 11, 332, 517, 11, 591, 298
1602, 1201, 1508, 1201, 29090203, 3, 11, 146, 517, 11, 591, 298
1602, 1201, 1501, 1158, 29090203, 1, 11, 504, 517, 11, 591, 298
1498, 616, 1432, 598, 29091400, 4, 15, 531, 228, 11, 591, 298
1498, 616, 1409, 601, 29091400, 2, 15, 865, 228, 11, 591, 298
1498, 616, 1384, 601, 29091400, 1, 15, 816, 228, 11, 591, 298
1498, 616, 1344, 601, 29091400, 3, 15, 723, 228, 11, 591, 298
1498, 616, 1334, 598, 29091400, 0, 15, 801, 228, 11, 591, 298
1102, 901, 1045, 901, 29091555, 3, 16, 772, 849, 11, 591, 298
1102, 901, 1010, 901, 29091555, 2, 16, 635, 849, 11, 591, 298
1102, 901, 969, 901, 29091555, 4, 16, 450, 849, 11, 591, 298
1334, 598, 1191, 598, 29091750, 4, 16, 45, 801, 11, 591, 298
1334, 598, 1201, 537, 29091750, 2, 16, 391, 801, 11, 591, 298
1334, 598, 1198, 483, 29091750, 0, 16, 845, 801, 11, 591, 298
1501, 1158, 1498, 1004, 29094404, 0, 12, 581, 504, 11, 591, 298
1498, 1004, 1498, 912, 29094675, 4, 13, 78, 581, 11, 591, 298
1498, 1004, 1427, 898, 29094675, 1, 13, 528, 581, 11, 591, 298
1427, 898, 1355, 898, 29098875, 3, 14, 798, 528, 11, 591, 298
1427, 898, 1308, 898, 29098876, 2, 14, 857, 528, 11, 591, 298
1308, 898, 1201, 892, 29107266, 3, 15, 255, 857, 11, 591, 298
1308, 898, 1196, 902, 29107266, 4, 15, 167, 857, 11, 591, 298
1201, 892, 1134, 898, 29119467, 1, 16, 435, 255, 11, 591, 298
1201, 892, 1201, 787, 29119467, 3, 16, 616, 255, 11, 591, 298
1201, 892, 1201, 767, 29119467, 4, 16, 756, 255, 11, 591, 298
