source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,
912, 1498, 898, 1364, 14008400, 0, 2, 40, 570, 398, 859, 601
912, 1498, 901, 1333, 14008400, 3, 2, 3, 570, 398, 859, 601
898, 1364, 901, 1333, 14008658, 4, 3, 3, 40, 398, 859, 601
898, 1364, 901, 1285, 14008659, 3, 3, 195, 40, 398, 859, 601
898, 1364, 877, 1201, 14008659, 1, 3, 491, 40, 398, 859, 601
877, 1201, 887, 1201, 14012859, 2, 4, 553, 491, 398, 859, 601
877, 1201, 847, 1201, 14012859, 3, 4, 360, 491, 398, 859, 601
877, 1201, 812, 1201, 14012859, 4, 4, 183, 491, 398, 859, 601
887, 1201, 877, 1201, 14021059, 2, 5, 491, 553, 398, 859, 601
887, 1201, 847, 1201, 14021059, 3, 5, 360, 553, 398, 859, 601
887, 1201, 812, 1201, 14021059, 4, 5, 183, 553, 398, 859, 601
877, 1201, 887, 1201, 14029259, 2, 6, 553, 491, 398, 859, 601
877, 1201, 847, 1201, 14029259, 3, 6, 360, 491, 398, 859, 601
877, 1201, 812, 1201, 14029259, 4, 6, 183, 491, 398, 859, 601
887, 1201, 876, 1201, 14037459, 2, 7, 491, 553, 398, 859, 601
887, 1201, 847, 1201, 14037459, 3, 7, 360, 553, 398, 859, 601
887, 1201, 811, 1201, 14037459, 4, 7, 183, 553, 398, 859, 601
876, 1201, 887, 1201, 14045923, 2, 8, 553, 491, 398, 859, 601
876, 1201, 847, 1201, 14045923, 3, 8, 360, 491, 398, 859, 601
887, 1201, 876, 1201, 14054123, 2, 9, 491, 553, 398, 859, 601
887, 1201, 847, 1201, 14054123, 3, 9, 360, 553, 398, 859, 601
887, 1201, 811, 1201, 14054123, 4, 9, 183, 553, 398, 859, 601
876, 1201, 887, 1201, 14062323, 2, 10, 553, 491, 398, 859, 601
876, 1201, 847, 1201, 14062323, 3, 10, 360, 491, 398, 859, 601
887, 1201, 876, 1201, 14070523, 2, 11, 491, 553, 398, 859, 601
887, 1201, 846, 1201, 14070523, 3, 11, 360, 553, 398, 859, 601
887, 1201, 811, 1201, 14070523, 4, 11, 183, 553, 398, 859, 601
876, 1201, 887, 1201, 14078723, 2, 12, 553, 491, 398, 859, 601
876, 1201, 846, 1201, 14078723, 3, 12, 360, 491, 398, 859, 601
887, 1201, 876, 1201, 14086923, 2, 13, 491, 553, 398, 859, 601
887, 1201, 846, 1201, 14086923, 3, 13, 360, 553, 398, 859, 601
887, 1201, 811, 1201, 14086924, 4, 13, 183, 553, 398, 859, 601
876, 1201, 887, 1201, 14095123, 2, 14, 553, 491, 398, 859, 601
876, 1201, 846, 1201, 14095123, 3, 14, 360, 491, 398, 859, 601
887, 1201, 876, 1201, 14103323, 2, 15, 491, 553, 398, 859, 601
887, 1201, 846, 1201, 14103324, 3, 15, 360, 553, 398, 859, 601
887, 1201, 811, 1201, 14103324, 4, 15, 183, 553, 398, 859, 601
876, 1201, 887, 1201, 14111523, 2, 16, 553, 491, 398, 859, 601
876, 1201, 846, 1201, 14111524, 3, 16, 360, 491, 398, 859, 601
170, 301, 301, 351, 15000200, 4, 1, 447, 136, 411, 1855, 598
170, 301, 314, 298, 15000200, 3, 1, 559, 136, 411, 1855, 598
170, 301, 301, 382, 15000200, 2, 1, 291, 136, 411, 1855, 598
170, 301, 369, 298, 15000200, 0, 1, 378, 136, 411, 1855, 598
369, 298, 410, 298, 15000458, 2, 2, 256, 378, 411, 1855, 598
369, 298, 442, 298, 15000458, 1, 2, 11, 378, 411, 1855, 598
369, 298, 465, 301, 15000458, 0, 2, 43, 378, 411, 1855, 598
369, 298, 500, 301, 15000459, 3, 2, 206, 378, 411, 1855, 598
465, 301, 500, 301, 15000743, 2, 3, 206, 43, 411, 1855, 598
301, 382, 301, 436, 15008400, 4, 2, 109, 291, 411, 1855, 598
301, 382, 332, 298, 15008400, 3, 2, 501, 291, 411, 1855, 598
301, 382, 410, 298, 15008400, 1, 2, 256, 291, 411, 1855, 598
301, 382, 442, 298, 15008401, 0, 2, 11, 291, 411, 1855, 598
500, 301, 601, 435, 15008943, 1, 4, 126, 206, 411, 1855, 598
442, 298, 465, 301, 15009214, 1, 3, 43, 11, 411, 1855, 598
442, 298, 500, 301, 15009214, 0, 3, 206, 11, 411, 1855, 598
410, 298, 465, 301, 15009511, 2, 3, 43, 256, 411, 1855, 598
410, 298, 500, 301, 15009511, 0, 3, 206, 256, 411, 1855, 598
500, 301, 601, 435, 15009900, 1, 4, 126, 206, 411, 1855, 598
601, 435, 680, 298, 15013144, 1, 5, 351, 126, 411, 1855, 598
680, 298, 725, 298, 15017344, 2, 6, 162, 351, 411, 1855, 598
680, 298, 758, 301, 15017344, 3, 6, 117, 351, 411, 1855, 598
680, 298, 844, 301, 15017344, 0, 6, 441, 351, 411, 1855, 598
844, 301, 901, 358, 15017772, 4, 7, 465, 441, 411, 1855, 598
844, 301, 901, 397, 15017772, 3, 7, 278, 441, 411, 1855, 598
844, 301, 901, 420, 15017772, 2, 7, 133, 441, 411, 1855, 598
301, 436, 333, 298, 15024601, 4, 3, 501, 109, 411, 1855, 598
901, 420, 898, 469, 15025972, 3, 8, 131, 133, 411, 1855, 598
901, 420, 964, 298, 15025972, 2, 8, 362, 133, 411, 1855, 598
901, 420, 1017, 298, 15025972, 0, 8, 260, 133, 411, 1855, 598
1017, 298, 1042, 298, 15026256, 4, 9, 21, 260, 411, 1855, 598
1017, 298, 1111, 301, 15026257, 2, 9, 284, 260, 411, 1855, 598
1017, 298, 1177, 301, 15026257, 0, 9, 537, 260, 411, 1855, 598
1177, 301, 1201, 330, 15026515, 4, 10, 507, 537, 411, 1855, 598
1177, 301, 1201, 356, 15026515, 3, 10, 391, 537, 411, 1855, 598
1177, 301, 1201, 400, 15026515, 2, 10, 241, 537, 411, 1855, 598
1177, 301, 1280, 298, 15026515, 1, 10, 340, 537, 411, 1855, 598
1177, 301, 1346, 298, 15026515, 0, 10, 27, 537, 411, 1855, 598
1346, 298, 1367, 301, 15026877, 3, 11, 148, 27, 411, 1855, 598
1346, 298, 1428, 301, 15026878, 2, 11, 345, 27, 411, 1855, 598
1346, 298, 1501, 335, 15026878, 1, 11, 520, 27, 411, 1855, 598
1346, 298, 1501, 400, 15026878, 0, 11, 251, 27, 411, 1855, 598
1501, 400, 1501, 461, 15027214, 3, 12, 83, 251, 411, 1855, 598
1501, 400, 1498, 466, 15027214, 2, 12, 172, 251, 411, 1855, 598
1501, 400, 1655, 298, 15027215, 1, 12, 64, 251, 411, 1855, 598
1655, 298, 1673, 301, 15031415, 1, 13, 111, 64, 411, 1855, 598
1655, 298, 1801, 374, 15031415, 0, 13, 406, 64, 411, 1855, 598
1801, 374, 1801, 410, 15032009, 3, 14, 191, 406, 411, 1855, 598
1801, 374, 1801, 455, 15032009, 2, 14, 38, 406, 411, 1855, 598
1801, 374, 1798, 491, 15032009, 1, 14, 239, 406, 411, 1855, 598
1498, 466, 1487, 601, 15035415, 4, 13, 596, 172, 411, 1855, 598
1498, 466, 1553, 598, 15035415, 2, 13, 436, 172, 411, 1855, 598
1498, 466, 1597, 598, 15035415, 1, 13, 268, 172, 411, 1855, 598
1673, 301, 1801, 374, 15035615, 1, 14, 406, 111, 411, 1855, 598
1673, 301, 1801, 455, 15035615, 2, 14, 38, 111, 411, 1855, 598
1798, 491, 1798, 566, 15036210, 3, 15, 524, 239, 411, 1855, 598
1798, 491, 1869, 598, 15036210, 411, 15, 411, 239, 411, 1855, 598
1801, 623, 1869, 598, 15040410, 411, 16, 411, 533, 411, 1855, 598
1730, 601, 1869, 598, 15043816, 411, 15, 411, 405, 411, 1855, 598
1834, 598, 1870, 598, 15044903, 411, 16, 411, 523, 411, 1855, 598
1730, 601, 1870, 598, 15056110, 411, 16, 411, 405, 411, 1855, 598
1198, 1983, 1198, 1959, 16000200, 1, 1, 41, 182, 132, 301, 1643
1198, 1983, 1201, 1942, 16000200, 2, 1, 17, 182, 132, 301, 1643
1198, 1983, 1201, 1916, 16000200, 3, 1, 197, 182, 132, 301, 1643
1198, 1983, 1201, 1884, 16000200, 0, 1, 419, 182, 132, 301, 1643
1201, 1884, 1084, 1801, 16000458, 0, 2, 314, 419, 132, 301, 1643
1201, 1884, 1036, 1798, 16000458, 2, 2, 128, 419, 132, 301, 1643
1084, 1801, 1036, 1798, 16000755, 3, 3, 128, 314, 132, 301, 1643
1084, 1801, 997, 1798, 16000756, 2, 3, 271, 314, 132, 301, 1643
1084, 1801, 966, 1798, 16000756, 1, 3, 443, 314, 132, 301, 1643
966, 1798, 898, 1759, 16004956, 4, 4, 514, 443, 132, 301, 1643
966, 1798, 898, 1725, 16004956, 3, 4, 403, 443, 132, 301, 1643
966, 1798, 848, 1801, 16004956, 1, 4, 488, 443, 132, 301, 1643
966, 1798, 898, 1685, 16004956, 2, 4, 194, 443, 132, 301, 1643
966, 1798, 812, 1801, 16004956, 0, 4, 352, 443, 132, 301, 1643
1948, 1, 1766, 1, 17000200, 3, 1, 546, 15, 176, 1081, 2101
1766, 1, 1737, 1, 17012400, 3, 2, 479, 546, 176, 1081, 2101
1766, 1, 1699, 1, 17012400, 1, 2, 328, 546, 176, 1081, 2101
1766, 1, 1798, 132, 17012401, 2, 2, 7, 546, 176, 1081, 2101
1699, 1, 1646, 1, 17016601, 1, 3, 170, 328, 176, 1081, 2101
1699, 1, 1798, 132, 17016601, 2, 3, 7, 328, 176, 1081, 2101
1798, 132, 1798, 176, 17024948, 4, 4, 254, 7, 176, 1081, 2101
1798, 132, 1798, 205, 17024948, 3, 4, 361, 7, 176, 1081, 2101
1798, 132, 1798, 241, 17024948, 1, 4, 490, 7, 176, 1081, 2101
1798, 241, 1798, 276, 17029148, 3, 5, 548, 490, 176, 1081, 2101
1798, 241, 1903, 298, 17029149, 4, 5, 341, 490, 176, 1081, 2101
1798, 276, 1801, 401, 17041349, 1, 6, 406, 548, 176, 1081, 2101
1798, 276, 1801, 434, 17041349, 0, 6, 191, 548, 176, 1081, 2101
1801, 434, 1798, 464, 17041672, 3, 7, 239, 191, 176, 1081, 2101
1801, 434, 1801, 482, 17041672, 2, 7, 38, 191, 176, 1081, 2101
1801, 434, 1798, 499, 17041672, 1, 7, 422, 191, 176, 1081, 2101
1903, 298, 1798, 276, 17045349, 4, 6, 548, 341, 176, 1081, 2101
1903, 298, 1801, 401, 17045349, 1, 6, 406, 341, 176, 1081, 2101
1903, 298, 1801, 434, 17045349, 0, 6, 191, 341, 176, 1081, 2101
1801, 434, 1798, 464, 17045724, 4, 7, 239, 191, 176, 1081, 2101
1801, 434, 1801, 482, 17045724, 3, 7, 38, 191, 176, 1081, 2101
1801, 434, 1798, 499, 17045724, 2, 7, 422, 191, 176, 1081, 2101
1801, 434, 1798, 545, 17045725, 1, 7, 524, 191, 176, 1081, 2101
1798, 499, 1798, 545, 17046126, 4, 8, 524, 422, 176, 1081, 2101
1798, 499, 1856, 598, 17046126, 2, 8, 523, 422, 176, 1081, 2101
1798, 499, 1801, 670, 17046126, 0, 8, 429, 422, 176, 1081, 2101
1801, 670, 1801, 714, 17046384, 4, 9, 265, 429, 176, 1081, 2101
1801, 670, 1801, 757, 17046384, 3, 9, 93, 429, 176, 1081, 2101
1801, 670, 1798, 769, 17046384, 2, 9, 222, 429, 176, 1081, 2101
1801, 670, 1798, 813, 17046385, 1, 9, 385, 429, 176, 1081, 2101
1798, 813, 1681, 901, 17050585, 4, 10, 181, 385, 176, 1081, 2101
1798, 813, 1665, 898, 17050585, 3, 10, 49, 385, 176, 1081, 2101
1798, 813, 1801, 986, 17050585, 2, 10, 457, 385, 176, 1081, 2101
1798, 499, 1856, 598, 17053925, 2, 8, 523, 422, 176, 1081, 2101
1798, 499, 1801, 641, 17053925, 1, 8, 533, 422, 176, 1081, 2101
1798, 499, 1801, 670, 17053925, 0, 8, 429, 422, 176, 1081, 2101
1801, 670, 1801, 714, 17054261, 4, 9, 265, 429, 176, 1081, 2101
1801, 670, 1801, 757, 17054261, 3, 9, 93, 429, 176, 1081, 2101
1801, 670, 1798, 769, 17054261, 2, 9, 222, 429, 176, 1081, 2101
1801, 670, 1798, 812, 17054262, 1, 9, 385, 429, 176, 1081, 2101
1856, 598, 1801, 670, 17054546, 3, 9, 429, 523, 176, 1081, 2101
1798, 769, 1745, 901, 17054585, 3, 10, 494, 222, 176, 1081, 2101
1801, 757, 1798, 812, 17058585, 4, 10, 385, 93, 176, 1081, 2101
1801, 757, 1801, 918, 17058585, 1, 10, 576, 93, 176, 1081, 2101
1801, 986, 1801, 1016, 17058785, 2, 11, 302, 457, 176, 1081, 2101
1801, 986, 1801, 1044, 17058785, 1, 11, 94, 457, 176, 1081, 2101
1801, 986, 1798, 1052, 17058785, 3, 11, 154, 457, 176, 1081, 2101
1801, 986, 1798, 1082, 17058785, 0, 11, 353, 457, 176, 1081, 2101
1801, 986, 1665, 898, 17058786, 4, 11, 49, 457, 176, 1081, 2101
1798, 1082, 1690, 1201, 17059057, 1, 12, 332, 353, 176, 1081, 2101
1798, 1082, 1649, 1201, 17059057, 0, 12, 146, 353, 176, 1081, 2101
1649, 1201, 1604, 1198, 17059367, 1, 13, 346, 146, 176, 1081, 2101
1649, 1201, 1498, 1147, 17059368, 0, 13, 512, 146, 176, 1081, 2101
1681, 901, 1634, 901, 17066785, 2, 11, 10, 181, 176, 1081, 2101
1681, 901, 1633, 898, 17066785, 4, 11, 198, 181, 176, 1081, 2101
1681, 901, 1594, 898, 17066785, 0, 11, 386, 181, 176, 1081, 2101
1681, 901, 1801, 1016, 17066786, 1, 11, 302, 181, 176, 1081, 2101
1594, 898, 1498, 1048, 17067148, 0, 12, 78, 386, 176, 1081, 2101
1594, 898, 1501, 1078, 17067148, 1, 12, 99, 386, 176, 1081, 2101
1498, 1048, 1498, 1068, 17067484, 4, 13, 258, 78, 176, 1081, 2101
1498, 1048, 1498, 1105, 17067484, 2, 13, 400, 78, 176, 1081, 2101
1498, 1048, 1498, 1147, 17067484, 0, 13, 512, 78, 176, 1081, 2101
1498, 1048, 1604, 1198, 17067485, 1, 13, 346, 78, 176, 1081, 2101
1801, 1016, 1801, 1044, 17070986, 3, 12, 94, 302, 176, 1081, 2101
1801, 1016, 1798, 1052, 17070986, 2, 12, 154, 302, 176, 1081, 2101
1801, 1016, 1798, 1082, 17070986, 1, 12, 353, 302, 176, 1081, 2101
1798, 1082, 1737, 1201, 17075186, 3, 13, 473, 353, 176, 1081, 2101
1737, 1201, 1689, 1201, 17087386, 3, 14, 332, 473, 176, 1081, 2101
1737, 1201, 1676, 1198, 17087386, 2, 14, 125, 473, 176, 1081, 2101
1737, 1201, 1649, 1201, 17087387, 1, 14, 146, 473, 176, 1081, 2101
1737, 1201, 1801, 1296, 17087387, 4, 14, 418, 473, 176, 1081, 2101
1737, 1201, 1801, 1335, 17087387, 0, 14, 232, 473, 176, 1081, 2101
1649, 1201, 1605, 1198, 17091587, 1, 15, 346, 146, 176, 1081, 2101
1605, 1198, 1501, 1341, 17095787, 0, 16, 227, 346, 176, 1081, 2101
1798, 190, 1798, 228, 18000200, 1, 1, 490, 361, 277, 122, 298
1798, 190, 1798, 270, 18000200, 0, 1, 548, 361, 277, 122, 298
1798, 190, 1755, 1, 18000200, 3, 1, 546, 361, 277, 122, 298
1798, 270, 1798, 228, 18001717, 2, 2, 490, 548, 277, 122, 298
1798, 228, 1798, 270, 18009918, 1, 3, 548, 490, 277, 122, 298
1755, 1, 1725, 1, 18012400, 2, 2, 479, 546, 277, 122, 298
1755, 1, 1686, 1, 18012400, 1, 2, 328, 546, 277, 122, 298
1686, 1, 1631, 1, 18016601, 2, 3, 170, 328, 277, 122, 298
1631, 1, 1501, 28, 18024801, 0, 4, 563, 170, 277, 122, 298
1631, 1, 1438, 1, 18024801, 2, 4, 518, 170, 277, 122, 298
1501, 28, 1438, 1, 18025228, 2, 5, 518, 563, 277, 122, 298
1501, 28, 1392, 1, 18025228, 1, 5, 410, 563, 277, 122, 298
1501, 28, 1501, 176, 18025228, 4, 5, 74, 563, 277, 122, 298
1392, 1, 1355, 1, 18029428, 1, 6, 244, 410, 277, 122, 298
1392, 1, 1333, -1, 18029429, 2, 6, 312, 410, 277, 122, 298
1392, 1, 1289, -1, 18029429, 0, 6, 461, 410, 277, 122, 298
1289, -1, 1201, 126, 18029700, 2, 7, 306, 461, 277, 122, 298
1289, -1, 1198, 132, 18029700, 1, 7, 168, 461, 277, 122, 298
1198, 132, 1198, 182, 18033900, 4, 8, 292, 168, 277, 122, 298
1198, 132, 1198, 222, 18033901, 3, 8, 474, 168, 277, 122, 298
1198, 132, 1198, 252, 18033901, 2, 8, 545, 168, 277, 122, 298
1198, 132, 1198, 280, 18033901, 1, 8, 575, 168, 277, 122, 298
1198, 132, 1198, 287, 18033901, 0, 8, 593, 168, 277, 122, 298
1198, 287, 1198, 280, 18034159, 4, 9, 575, 593, 277, 122, 298
1198, 287, 1150, 301, 18034159, 0, 9, 537, 593, 277, 122, 298
1150, 301, 1111, 301, 18034779, 3, 10, 446, 537, 277, 122, 298
1150, 301, 1077, 298, 18034779, 2, 10, 21, 537, 277, 122, 298
1150, 301, 1073, 301, 18034779, 1, 10, 284, 537, 277, 122, 298
1150, 301, 1056, 298, 18034779, 4, 10, 260, 537, 277, 122, 298
1150, 301, 1041, 301, 18034779, 0, 10, 122, 537, 277, 122, 298
1041, 301, 1003, 298, 18035193, 2, 11, 362, 122, 277, 122, 298
1041, 301, 901, 397, 18035194, 1, 11, 465, 122, 277, 122, 298
901, 397, 798, 301, 18039394, 2, 12, 441, 465, 277, 122, 298
798, 301, 765, 298, 18047594, 4, 13, 162, 441, 277, 122, 298
798, 301, 756, 301, 18047594, 3, 13, 274, 441, 277, 122, 298
798, 301, 717, 301, 18047594, 2, 13, 117, 441, 277, 122, 298
798, 301, 716, 298, 18047594, 1, 13, 351, 441, 277, 122, 298
716, 298, 598, 185, 18051795, 1, 14, 394, 351, 277, 122, 298
598, 185, 598, 227, 18055995, 0, 15, 522, 394, 277, 122, 298
375, 1801, 407, 1798, 19000200, 3, 1, 459, 86, 104, 421, 1501
375, 1801, 436, 1798, 19000200, 2, 1, 280, 86, 104, 421, 1501
375, 1801, 442, 1801, 19000200, 4, 1, 177, 86, 104, 421, 1501
375, 1801, 298, 1679, 19000200, 0, 1, 320, 86, 104, 421, 1501
298, 1679, 301, 1679, 19000484, 4, 2, 132, 320, 104, 421, 1501
298, 1679, 301, 1628, 19000484, 3, 2, 279, 320, 104, 421, 1501
298, 1679, 298, 1627, 19000484, 2, 2, 144, 320, 104, 421, 1501
298, 1679, 275, 1501, 19000485, 1, 2, 578, 320, 104, 421, 1501
275, 1501, 287, 1501, 19005471, 2, 3, 592, 578, 104, 421, 1501
275, 1501, 408, 1501, 19005471, 104, 3, 104, 578, 104, 421, 1501
298, 1627, 408, 1501, 19008685, 104, 3, 104, 144, 104, 421, 1501
465, 1498, 408, 1501, 19009099, 104, 4, 104, 221, 104, 421, 1501
275, 1501, 408, 1501, 19013164, 104, 4, 104, 578, 104, 421, 1501
287, 1501, 408, 1501, 19021364, 104, 5, 104, 592, 104, 421, 1501
298, 1627, 408, 1501, 19024911, 104, 4, 104, 144, 104, 421, 1501
465, 1498, 408, 1501, 19025565, 104, 6, 104, 221, 104, 421, 1501
287, 1501, 408, 1501, 19033311, 104, 6, 104, 592, 104, 421, 1501
137, 1501, 188, 1501, 21000200, 4, 1, 472, 330, 131, 898, 388
137, 1501, 214, 1498, 21000200, 3, 1, 96, 330, 131, 898, 388
137, 1501, 218, 1501, 21000200, 2, 1, 543, 330, 131, 898, 388
137, 1501, 259, 1501, 21000200, 1, 1, 578, 330, 131, 898, 388
137, 1501, 280, 1501, 21000200, 0, 1, 592, 330, 131, 898, 388
280, 1501, 381, 1501, 21000510, 1, 2, 104, 592, 131, 898, 388
381, 1501, 301, 1395, 21004711, 0, 3, 175, 104, 131, 898, 388
381, 1501, 298, 1389, 21004711, 4, 3, 505, 104, 131, 898, 388
301, 1395, 301, 1340, 21005690, 1, 4, 427, 175, 131, 898, 388
301, 1395, 298, 1285, 21005690, 0, 4, 19, 175, 131, 898, 388
298, 1389, 301, 1395, 21020911, 4, 4, 175, 505, 131, 898, 388
298, 1389, 298, 1352, 21020911, 3, 4, 380, 505, 131, 898, 388
298, 1389, 301, 1340, 21020911, 2, 4, 427, 505, 131, 898, 388
298, 1389, 298, 1308, 21020911, 1, 4, 193, 505, 131, 898, 388
298, 1389, 298, 1285, 21020911, 0, 4, 19, 505, 131, 898, 388
298, 1285, 186, 1198, 21021196, 1, 5, 296, 19, 131, 898, 388
186, 1198, 209, 1198, 21025396, 0, 6, 135, 296, 131, 898, 388
2098, 119, 2087, 301, 22000200, 4, 1, 598, 310, 447, 301, 425
2098, 119, 2062, 301, 22000200, 2, 1, 580, 310, 447, 301, 425
2098, 119, 2026, 301, 22000200, 3, 1, 555, 310, 447, 301, 425
2062, 301, 2026, 301, 22008400, 4, 2, 555, 580, 447, 301, 425
2062, 301, 1971, 298, 22008400, 3, 2, 341, 580, 447, 301, 425
2062, 301, 1967, 301, 22008400, 2, 2, 492, 580, 447, 301, 425
2062, 301, 1926, 301, 22008401, 0, 2, 359, 580, 447, 301, 425
2062, 301, 1898, 301, 22008401, 1, 2, 261, 580, 447, 301, 425
1926, 301, 1898, 301, 22009027, 2, 3, 261, 359, 447, 301, 425
1926, 301, 1875, 301, 22009027, 0, 3, 1, 359, 447, 301, 425
1926, 301, 1798, 174, 22009028, 1, 3, 490, 359, 447, 301, 425
1875, 301, 1798, 396, 22009364, 2, 4, 239, 1, 447, 301, 425
1875, 301, 1749, 298, 22009364, 0, 4, 64, 1, 447, 301, 425
1875, 301, 1798, 432, 22009364, 1, 4, 422, 1, 447, 301, 425
1798, 174, 1798, 228, 22013228, 0, 4, 548, 490, 447, 301, 425
2087, 301, 2026, 301, 22016400, 2, 2, 555, 598, 447, 301, 425
2087, 301, 1967, 301, 22016401, 1, 2, 492, 598, 447, 301, 425
1967, 301, 1971, 298, 22020601, 3, 3, 341, 492, 447, 301, 425
1967, 301, 1926, 301, 22020601, 1, 3, 359, 492, 447, 301, 425
1967, 301, 1898, 301, 22020601, 0, 3, 261, 492, 447, 301, 425
1967, 301, 1875, 301, 22020601, 2, 3, 1, 492, 447, 301, 425
